year,ward_code,ward_name,rainfall_mm,population_density,elevation_m,groundwater_depth_m,urban_area_percent,vegetation_percent,road_density_km_per_sq_km,water_source_proximity_km,water_potential_score
2012,W001,Yelahanka,621.1874572408518,7536.2640867150385,932.1087245715775,36.227175107852176,76.85043840017566,23.423813499048446,11.010479112235132,7.444479484873314,40
2012,W001,Yelahanka,799.0204083512277,7145.744073794801,924.5178927082978,41.402643004691974,77.63374034941381,23.276099389002706,14.557518452973635,4.746466825620269,58
2012,W001,Yelahanka,708.7167955973896,9962.881169199187,908.0498872041944,37.217332104965344,95.0,6.187938692932744,14.627589291302895,8.140985737699431,40
2012,W001,Yelahanka,706.7827588012702,9083.130451937654,917.4566744755253,49.863543861569966,95.0,5.0,14.727442306275162,6.482913828704482,44
2012,W001,Yelahanka,771.6266905305183,7078.371826966949,947.6557703263977,39.46976768461222,93.75089867526023,13.836273255355557,12.03136140624975,6.328329323567485,44
2012,W001,Yelahanka,633.4182800524193,8416.816923054641,936.4557355466995,41.43129498747478,95.0,5.0520075675116285,15.0,7.4033457384150765,58
2012,W001,Yelahanka,734.3217143435504,7012.716398450719,911.0389350349,39.65711894253802,85.08828134671465,17.767720629653716,13.140127948349372,7.016936382063379,43
2012,W001,Yelahanka,584.4856942719895,7751.87308627939,945.7301782978225,39.870870091430895,80.2698765261195,20.422847177285224,13.461428486490759,5.829842974074266,44
2012,W001,Yelahanka,694.59961029122,6498.253463904906,936.7551724862691,39.02017164539726,93.20192569042452,11.013282517715094,9.85713742620922,6.230163322224586,50
2012,W001,Yelahanka,726.4900165638546,9482.685835350914,950.0,44.80494159687101,95.0,8.81600705397281,14.968904649183598,7.149349629268911,48
2012,W001,Yelahanka,636.42723498237,8129.3265078680115,921.578456139076,40.00175383467694,95.0,5.0,14.17884537201673,5.653469367453453,39
2012,W001,Yelahanka,766.7515417877156,8671.30403437186,910.9155939972725,37.456717989814486,95.0,5.0,13.765898764813572,7.809243391874958,43
2012,W001,Yelahanka,840.6010862527728,9696.654240172447,893.862433440163,43.48645641679405,89.70570828185289,13.704025057332004,12.792375718615459,7.165641373226431,55
2012,W001,Yelahanka,751.1278635919085,6395.06646729963,924.2939777548629,34.16095084458268,78.84185008168134,28.219966879443042,12.644887279599798,4.94985251539229,65
2012,W001,Yelahanka,839.0759337908843,10414.037468992092,902.9663406128277,41.84794180477897,95.0,5.0,15.0,8.757024269458139,42
2012,W001,Yelahanka,686.358225075674,2721.318787875697,911.8760224559827,28.096748680030196,57.38736539826164,49.142279817464896,7.412598037685298,4.970828176420676,66
2012,W001,Yelahanka,791.414130234628,5971.048127877037,950.0,35.52883363589014,74.28905864560292,27.55935525145016,12.0504005928407,5.841750297121059,60
2012,W001,Yelahanka,663.5530482196767,8759.931221452274,942.2333521413788,47.983097252369994,84.91534519780463,23.61678830082044,10.351616534171669,6.621839961412719,45
2012,W001,Yelahanka,710.1944307414523,7434.740864322959,926.568799493569,36.07907437927171,84.07935860045976,19.319049787624344,13.217937817745925,6.133265036779932,58
2012,W001,Yelahanka,712.0359664613626,10018.751813910156,941.6483191546249,39.53635286221636,90.51855167842425,12.470622742068802,15.0,7.349296790743168,47
2012,W001,Yelahanka,779.9615427051897,7490.771500095534,940.1627528610607,37.49546287192351,87.30751173825284,17.08759566969592,14.002398345940556,8.203182743316034,60
2012,W001,Yelahanka,691.9952689142931,9783.115348330963,924.7301983813177,44.27243194837292,93.95885556505853,6.429128294912345,15.0,6.614856697050868,56
2012,W001,Yelahanka,620.1037832950208,6370.06049698211,950.0,39.81259846318342,88.94777897724501,13.565603059812112,11.961692974058755,6.155289164077814,43
2012,W001,Yelahanka,643.1236801941521,10310.81552015198,927.6679671329614,40.11375399934135,92.42891326677605,9.222812550326447,13.54230041560863,6.469972858247316,44
2012,W001,Yelahanka,707.6726599776106,7643.102284331994,921.8363104988701,39.742498341824735,78.15669928771229,16.21344561478149,11.6274281737036,6.911846422035524,51
2012,W001,Yelahanka,793.7999351864686,10099.387321763663,927.4361064606583,43.33632576013726,86.97976508289753,12.946182373132912,13.850263253830068,7.772225009782871,43
2012,W001,Yelahanka,726.8792559968821,11314.530043404668,928.3573173277765,47.566414371377284,95.0,5.0,15.0,7.766370121016333,40
2012,W001,Yelahanka,636.4143151301173,8599.718313666124,939.278969242418,47.06806606905101,95.0,13.612729830046225,12.147067845420448,8.45338033623457,36
2012,W001,Yelahanka,843.8112053252371,7100.663086360755,915.200006840746,34.95785441542643,70.28457550716135,27.612404406115605,11.223302170489553,6.8148917021132895,65
2012,W001,Yelahanka,821.856958745112,10266.362908734918,919.9307341980767,39.700139572653384,95.0,5.0,15.0,9.283272156937674,44
2012,W001,Yelahanka,570.6055829636385,10992.570273497771,928.2532827854528,50.0,82.24457872964507,15.357921178539838,14.8787463404852,7.2931787129671735,30
2012,W001,Yelahanka,734.1244952643249,6633.883227111358,927.7521692696166,37.29879808714846,89.26952534115799,13.576934171197571,10.346749670004007,5.326804869483812,61
2012,W001,Yelahanka,713.7869808385714,7208.324234198231,950.0,38.382697843160614,95.0,5.270073925640435,15.0,10.0,40
2012,W001,Yelahanka,758.5349665668049,9717.276709253292,950.0,38.344915022107394,95.0,9.233697947398351,11.259314765006325,6.000079036164575,36
2012,W001,Yelahanka,671.666521588881,9847.17606043276,950.0,43.27030355118276,95.0,5.0,11.429073134802227,7.677787991434395,42
2012,W001,Yelahanka,688.2363676334135,4834.20421992825,928.7108392887698,27.426433824513257,82.33103593576871,19.135357048618683,9.517569979331387,6.375205155031365,48
2013,W001,Yelahanka,693.7458333116299,10454.856176902256,912.5719311659601,46.72370196771925,90.75793905302048,6.070569617930144,14.483036534636618,6.4006564999583055,37
2013,W001,Yelahanka,614.2819176395325,12272.10523924953,930.949743935491,44.80143759720554,95.0,5.0,15.0,8.598416710056453,39
2013,W001,Yelahanka,660.998289788015,7699.127166839604,925.3640694512703,28.797368541073727,79.57450407895524,25.892992990822854,15.0,6.431603499035566,58
2013,W001,Yelahanka,719.9208809387994,14277.585455219454,950.0,50.0,87.35567647519659,6.218538243773121,15.0,6.755817118941749,31
2013,W001,Yelahanka,652.8732682237751,6788.8135934941165,950.0,41.372789662991984,87.49446247625849,18.425314079301614,12.48679778817001,6.009064834308176,55
2013,W001,Yelahanka,735.857073178678,6868.556922212406,926.888903794495,33.61848117171553,76.85831543506897,26.84639475505759,15.0,4.889542416282238,62
2013,W001,Yelahanka,652.588390282224,7858.774309223575,919.6519093637003,35.57506905417847,92.80987442912033,5.0,13.464464864512477,7.7346904577161215,41
2013,W001,Yelahanka,634.60391377784,7697.411604977029,943.9120420648635,41.40684196926554,83.86779260968899,16.52953661202791,14.133101650505505,5.053296303940821,49
2013,W001,Yelahanka,651.7497069945426,9762.677603467715,916.5763351822346,35.002410553678345,81.9796604969347,18.21267928971083,14.637229504921693,5.9637544228787265,54
2013,W001,Yelahanka,581.8269657619247,8616.656362434858,908.5167084042757,37.987230519572705,95.0,5.0,12.890121355754065,9.108180651978772,31
2013,W001,Yelahanka,756.6318179653118,6702.127661616315,939.8514752024751,43.72576583453039,67.39106064269222,29.421358335425868,13.232145191999061,6.314973081372816,56
2013,W001,Yelahanka,655.8544070506445,8891.461617451247,927.5128097629425,46.703983926413834,95.0,6.350410648300809,13.018160365111079,7.0985913762907185,34
2013,W001,Yelahanka,725.7450200872327,7977.827934523554,935.5309474241353,49.03128039106516,95.0,5.0,15.0,7.269502015071983,25
2013,W001,Yelahanka,627.5673283565336,5368.174542153487,923.9877572872564,34.75629528741738,94.5122918716272,6.7954176234294525,11.124548242751745,8.788456374367062,25
2013,W001,Yelahanka,714.6263891883515,10123.157348996569,903.7004475759628,48.964503480963046,95.0,5.0,15.0,10.0,36
2013,W001,Yelahanka,715.5088111617755,7908.750380827589,915.0178013496337,43.29564652219447,85.8001947601272,14.486070188750372,12.298717073193055,7.948370264032791,46
2013,W001,Yelahanka,770.7611662188049,7817.570482061483,925.4572511647193,34.9793526675594,88.68006520148876,12.82913677069065,14.21716333792099,6.209728240034554,60
2013,W001,Yelahanka,793.0280202370985,9479.78282580269,950.0,39.098300192116014,85.04276237350867,7.84235663087422,15.0,8.508557521716565,49
2013,W001,Yelahanka,717.7311739631393,6709.71971486295,950.0,37.834802462855734,88.07388433348892,14.829182162105848,13.083189592568084,7.599590123457578,42
2013,W001,Yelahanka,731.1361551202716,12123.244093655088,950.0,50.0,90.91027458855052,5.131306130415155,15.0,7.865877079454545,46
2013,W001,Yelahanka,579.6608460407145,11488.790575029132,927.4708578255782,44.522863214138795,86.90316499791867,6.477408314618257,15.0,7.821442941614012,25
2013,W001,Yelahanka,607.4778560762988,8131.187541277797,950.0,38.8187380367057,81.63479974449969,17.382227999156534,12.76563450170235,3.6749359642181303,47
2013,W001,Yelahanka,681.9679530061445,9988.77145666418,950.0,48.62871851116526,92.84889047556136,5.0,15.0,7.876983964218835,36
2013,W001,Yelahanka,696.4446140230517,9092.152569382166,927.716512585369,39.253429756312336,90.62512847007686,9.243858449059147,12.933115722049829,6.661107560066728,46
2013,W001,Yelahanka,680.284964901292,11442.787379448868,882.5975434489258,50.0,95.0,5.0,14.723441961626984,7.317126874205471,26
2013,W001,Yelahanka,643.6862019893906,6736.563478161535,950.0,41.51548253485884,95.0,7.88668825617294,10.523869339903392,6.973789241027647,43
2013,W001,Yelahanka,612.5844234983158,10018.997174310327,925.9891428331536,41.9306086243159,95.0,6.777053245944159,13.804327368633427,9.218276082076315,27
2013,W001,Yelahanka,741.2488626068504,9803.182264343119,924.7431640923481,44.66987218536476,84.99109138891758,18.70501668791002,13.951145496905665,6.4352092389297475,55
2013,W001,Yelahanka,648.8293117827587,6200.369666545621,902.2956748765697,39.00083260133542,74.64006366432801,32.379113063609445,8.664143988977056,8.636437625596576,47
2013,W001,Yelahanka,691.3634522898244,7754.745643743918,937.4994500583372,39.093616230903415,95.0,5.456910594648159,13.20719884567895,7.304458594389579,43
2013,W001,Yelahanka,719.679493943196,5657.296893218101,906.0476624020971,38.57410552544472,83.78190938328763,15.482157271301658,11.685304851165942,7.727748353405089,44
2013,W001,Yelahanka,643.65203934259,9088.121459175854,912.7042900029294,43.66429405297638,81.37933116609727,22.737291383205303,14.556231883845777,7.245974085447774,49
2013,W001,Yelahanka,814.7165812331323,10561.466117032662,897.1792638360304,38.90241541321369,90.00145137843457,10.102912822408769,15.0,6.601387401780056,54
2013,W001,Yelahanka,645.2565648560194,7634.867954614521,904.9951002567319,34.877888766759625,80.59046840331717,15.506038584773494,14.577619346206617,6.0404795152798,67
2013,W001,Yelahanka,732.6656231824142,9068.3050226508,914.864559956738,44.94044257782277,90.39489739009781,10.093141868483636,15.0,7.420465036933773,51
2013,W001,Yelahanka,648.9110203619398,8672.620717105496,950.0,38.206765003619466,95.0,7.831007741821901,12.640441106760106,8.480579673681081,47
2013,W001,Yelahanka,741.6600674759557,5909.195504197206,917.2265308351523,34.600003648089775,82.96451213173238,19.518176258470334,12.097568791616458,5.338143520753352,58
2013,W001,Yelahanka,740.8743722906196,9743.222806275899,949.7690530599831,46.83961663061603,95.0,5.0,11.55197676029685,8.358503684872362,41
2013,W001,Yelahanka,717.143888724428,6437.452563523471,910.8559822726512,41.46890430831244,85.64470678516254,17.081296004327957,12.188717254010907,7.234618181128071,53
2013,W001,Yelahanka,662.0102391455357,8908.617398493798,921.9940448033092,39.526723512119574,92.52662301225088,8.361912074283971,12.921888079397059,9.26438735953138,33
2013,W001,Yelahanka,685.0523550294567,7944.084095106513,950.0,40.51158129258384,95.0,5.0,13.512332984832383,8.956520034310469,40
2013,W001,Yelahanka,772.7169963753265,7804.480789819358,950.0,49.70365845978539,89.27220419747981,8.945785716917104,15.0,9.656154503604071,36
2013,W001,Yelahanka,668.7202929240419,8228.387704051114,906.1148908013829,36.03988874861171,86.0686361571249,10.860173582458586,13.207246495213095,7.8114704731745475,56
2013,W001,Yelahanka,628.2485872690365,10507.38031725788,926.4632008039408,44.33391391667536,95.0,5.0,15.0,8.016387870676972,39
2013,W001,Yelahanka,718.3751751942992,13155.140251839637,918.8356802834762,47.25886034064497,90.01487578860188,7.763215734757097,15.0,9.207560703701963,48
2013,W001,Yelahanka,658.1811295582886,7237.3599684124165,938.8004800149553,35.78299623999028,94.66054530755507,6.151146775850131,10.218159396262187,9.754199422936573,52
2013,W001,Yelahanka,655.2381617868449,8037.737192115256,935.4605770330483,41.312242462855565,95.0,13.040818155065399,12.860470181081554,6.360172674346741,32
2013,W001,Yelahanka,646.9682673248176,8675.971448827193,950.0,38.70530963285106,95.0,5.0,15.0,10.0,33
2013,W001,Yelahanka,663.8726091444764,10615.089578724357,942.5890468132735,50.0,95.0,5.0,15.0,9.24131465475778,38
2013,W001,Yelahanka,733.6425522982628,10655.614441260504,950.0,50.0,95.0,5.0,15.0,9.368461656460864,30
2014,W001,Yelahanka,728.7738641022089,8207.59013781078,930.8324068128267,46.2368605698305,95.0,5.185746192624595,11.193974010563867,8.810842326204156,43
2014,W001,Yelahanka,854.3945631124881,8361.599177084627,934.2597058979509,41.90222499416883,95.0,5.0,13.912433926910435,8.6402654626315,50
2014,W001,Yelahanka,671.7163794625689,9264.96198721698,949.6403714974758,37.89791574345212,95.0,5.0,15.0,5.869857023781092,40
2014,W001,Yelahanka,729.3715637356223,11733.543252621841,929.1314953006862,44.76610838492262,95.0,5.0,12.05537500229652,8.422018785069332,36
2014,W001,Yelahanka,631.4804352819559,10190.641605138864,934.7034128478815,41.75903386387485,84.75756481063284,18.732264502487737,15.0,7.034458151962415,54
2014,W001,Yelahanka,628.0607988382752,6169.654692335498,917.8606547421375,36.359583488583915,88.3906005597429,10.644455208831788,12.659322817132562,5.940775988110833,55
2014,W001,Yelahanka,697.216149993626,10926.732496858658,936.4840562347986,47.7683365955356,95.0,6.79083424006926,15.0,9.488356577168698,36
2014,W001,Yelahanka,752.5969955123018,8754.07575028302,950.0,38.49099569896987,95.0,5.0,11.422057180538012,8.016535739384025,41
2014,W001,Yelahanka,761.8117809103165,7740.876837255724,922.2836982021339,31.083368320852273,89.96735325171522,5.0,10.54380350570767,8.838539052987587,56
2014,W001,Yelahanka,732.7487618060534,7175.042942367444,929.4561955894443,38.481948078645225,81.74691404267531,24.266679164393288,14.128181503900729,6.599412615801772,51
2014,W001,Yelahanka,717.5535290374345,5240.477236836305,925.8658071146292,31.708911724079726,74.20739099736933,24.66820783108685,14.391596715981926,7.69968532809277,50
2014,W001,Yelahanka,743.047527176037,11434.439785854831,946.9584062924298,46.95764394513085,89.82450577835542,12.968387476098943,15.0,8.615331812231105,45
2014,W001,Yelahanka,776.4354225534593,7952.176619191006,950.0,40.88184556571389,95.0,5.0,15.0,8.107284018501442,41
2014,W001,Yelahanka,669.0947240973034,8338.974845250252,937.9499870352345,43.08924978317947,90.41039996849136,9.492181662464708,15.0,9.87119703800769,40
2014,W001,Yelahanka,705.6269759528799,9131.656388092899,941.3583235091475,37.6583111260166,92.94098770061323,5.0,14.586042238726508,8.691354721613562,39
2014,W001,Yelahanka,813.1458059114082,6709.221806595813,903.9562521562232,38.612382811588745,95.0,11.735710765831474,11.69904880853208,8.91549954516911,48
2014,W001,Yelahanka,690.8828214852484,10506.187887476039,942.0568118114415,37.81044276948634,95.0,10.520365416589806,13.805467107257279,8.08852632263914,46
2014,W001,Yelahanka,721.2138960887794,7925.050723078271,918.225779377115,39.8254888403044,95.0,7.17440061837773,12.600173770586151,8.744488292923961,22
2014,W001,Yelahanka,783.3803315071531,5784.115198199448,923.7910630547435,30.78478393225822,74.33398091332117,30.30932623619291,11.10675007677563,7.034988734440286,60
2014,W001,Yelahanka,736.3595903867243,9053.879403908488,907.2211399646056,46.59450723349,91.0499473347095,5.0,13.213690369897344,9.800987727824603,44
2014,W001,Yelahanka,678.5610830725557,8286.936132226856,924.5255690780871,49.98178156492159,95.0,6.720166588764279,15.0,8.074417577296254,33
2014,W001,Yelahanka,689.2222430451574,8786.717733054713,929.6449997428228,44.871867048394705,95.0,7.930560308862317,13.602552054985464,7.805697731967802,25
2014,W001,Yelahanka,767.1096697102796,9539.279256616415,948.2791819774736,30.011618599313813,95.0,5.0,15.0,6.49812229473681,58
2014,W001,Yelahanka,629.22764305895,7792.815870747579,950.0,38.828113563387205,95.0,8.480270922755016,13.903600939973405,7.871531030548899,41
2014,W001,Yelahanka,871.2058234477851,8811.886165339574,933.9347828408694,46.373879715379594,95.0,9.74812122224152,14.76939720858393,6.126687552338295,62
2014,W001,Yelahanka,622.7225549697977,9460.343837430288,916.7380346996515,42.6043463584667,95.0,6.285428861801092,14.827788105170384,9.883553206686186,36
2014,W001,Yelahanka,685.8757680107605,10650.956902919072,950.0,39.658374260574064,95.0,7.804690969243593,14.420746458948432,9.498184308842925,38
2014,W001,Yelahanka,711.7570842241138,8604.070716289063,930.5954228564664,36.313051947989024,83.47959293924565,22.89842731365424,12.262406040371339,5.666268580024089,37
2014,W001,Yelahanka,658.2394101428407,6534.038371866531,950.0,41.80963530947749,82.59497165615336,26.414771565223873,13.894598761603131,6.356980623177597,28
2014,W001,Yelahanka,863.3327125624578,6414.3695598255545,900.6978225547759,41.63689302063099,95.0,10.537091274042073,13.151235566974746,8.346326080462768,56
2014,W001,Yelahanka,756.0917337661795,9421.744563144905,932.1906198711337,42.53707046896158,88.96828328906659,9.909016403466314,11.419859449252948,7.4767076649935085,39
2014,W001,Yelahanka,625.7154802760019,9239.40947207629,950.0,46.60051986561866,82.43599517101458,13.605492282704068,15.0,6.142491774264994,38
2014,W001,Yelahanka,741.4703794128245,7172.579981245484,932.2117591106272,32.49030831372478,86.19169512677885,15.087432609791295,10.174072514627758,7.918245528858954,51
2014,W001,Yelahanka,741.6410292903062,9318.645441316417,950.0,43.18398226444715,91.56475567099798,8.924434341131153,14.933430247280981,7.717296374366858,44
2014,W001,Yelahanka,653.827314334633,7722.3783484083215,905.0681051076054,47.42382293743415,83.55081388236209,13.677565326454278,11.917034842844485,8.57952342370506,35
2014,W001,Yelahanka,790.3086775682672,7703.316876361065,935.3368949200284,35.75500917641006,95.0,5.0,13.550286184088911,8.673909945211728,51
2014,W001,Yelahanka,689.9965963596662,8681.92274047986,931.1036064956239,40.73449626282538,95.0,13.842092006365405,12.77421485678738,5.6271515262289284,44
2014,W001,Yelahanka,883.5463861169081,7468.985777654512,950.0,46.613087851141124,87.92122941931109,14.354702897430013,15.0,6.889398791844766,51
2014,W001,Yelahanka,662.2490685047007,7089.037884752867,918.6280041888118,32.825033962556134,90.8955672222232,6.024539853542226,13.044706136835739,5.776108667258173,50
2014,W001,Yelahanka,761.3137597937306,5326.875843371408,937.0480182572562,40.468502472613295,72.93594386579494,33.754345681555876,12.239727817092803,5.495767303436275,55
2014,W001,Yelahanka,742.0496163576264,9052.409704542368,940.0126078640346,37.96544903218587,95.0,5.0,13.71979436718106,6.674920066095773,42
2014,W001,Yelahanka,789.4932547458365,10879.958217069712,941.2794861763291,40.70758913026131,92.46873240244159,12.383658397475145,15.0,10.0,48
2014,W001,Yelahanka,716.410170635408,8359.190364435524,932.718736286081,40.08925182174048,95.0,8.826809267178337,12.206910840959482,5.928056697015972,33
2014,W001,Yelahanka,738.526125364984,6929.540108887055,891.5629693268553,39.77464239132598,95.0,5.0,13.912547807177038,7.9563781661118345,43
2014,W001,Yelahanka,767.3020862902497,8393.105820460456,935.1280616532941,42.28822824415217,89.6552763708556,14.312893027290489,13.20575552707513,6.4018866412947775,52
2014,W001,Yelahanka,640.0739737557333,8966.32608326446,930.1508580604043,46.829464821750676,95.0,5.0,15.0,9.657269813722507,36
2014,W001,Yelahanka,703.6914158701425,6554.29478176974,911.1429540646433,35.93090187226888,83.31615139077002,15.9359633972882,12.42707411844146,7.991802410799339,47
2014,W001,Yelahanka,737.02184754894,9031.653946658244,894.7566018056302,37.84155600985069,93.84729955422708,5.0,14.84466968465533,9.839976082046807,51
2014,W001,Yelahanka,688.0257315159913,11598.907046329941,932.9910142296379,45.48870360368025,90.09277869167248,8.697342562375008,14.868233994290247,7.886673960969383,40
2014,W001,Yelahanka,703.1799538918449,9702.088705543458,950.0,47.630856504761844,83.12081625240077,6.663499207991409,15.0,5.989882731660382,41
2015,W001,Yelahanka,621.1606586880155,5852.035212355992,940.0613291076861,39.72011209127728,82.08807685034984,7.5477539810705245,11.143530890518521,8.281957507969784,29
2015,W001,Yelahanka,715.9037648967114,9068.042271488635,940.7422469928196,43.02665448764952,87.21544847294756,17.57083753371041,13.773879102837244,7.235962221951569,38
2015,W001,Yelahanka,672.0388129287649,7502.955114751606,927.2019709213783,47.18144799670132,83.22913228723826,10.316622121254778,15.0,7.362048113639835,35
2015,W001,Yelahanka,775.8618986298959,8005.492028473673,950.0,43.49584339886069,91.09670873483438,17.532524118227634,12.394288640990704,8.238097777700718,47
2015,W001,Yelahanka,794.1904607700865,11906.320154108362,930.8910746831838,44.55638911057364,95.0,5.0,15.0,8.07749593040756,41
2015,W001,Yelahanka,715.9961919227142,6670.772678846573,912.8259473068082,43.280271583531785,85.16653976298598,10.645816306286264,13.387877328322764,9.159124585747582,46
2015,W001,Yelahanka,772.7919085185778,7733.368840574998,904.7224079986468,46.6778645887516,92.41856128926291,6.5781066449168994,15.0,8.544193679975013,45
2015,W001,Yelahanka,854.6187346552465,7937.26718531577,947.0161223054622,40.57053441841335,95.0,11.113873705650127,14.133329200885754,8.294091217482016,58
2015,W001,Yelahanka,677.5218794441686,7585.022598789816,911.5084345076214,30.787977268557633,95.0,5.0,12.7466333265064,7.540142710144403,48
2015,W001,Yelahanka,760.1701753899214,10644.45227904757,919.819606105759,44.76805282459109,95.0,5.0,15.0,8.538267437129727,46
2015,W001,Yelahanka,749.4702593188895,11207.852943473612,933.5733880566667,40.767819587032555,95.0,5.0,14.519121398871397,8.662273224381622,51
2015,W001,Yelahanka,704.5575808836949,9651.499422678162,950.0,44.69396512054117,95.0,7.262038582526177,11.574966724524543,8.766242178309584,41
2015,W001,Yelahanka,793.3512632979628,10307.326432285952,927.822792288292,39.36243953724777,93.3278139417118,5.0,13.873241500491163,8.665151925746793,58
2015,W001,Yelahanka,730.6955775997793,6943.010488336696,938.3178480279624,43.786784936706766,86.78087534879354,12.683055984514786,12.722882666777148,6.495479393767349,50
2015,W001,Yelahanka,694.6022001096259,9850.758399032678,914.3401407995622,42.02520380053057,95.0,5.0,15.0,7.380472958701017,42
2015,W001,Yelahanka,768.3499287432869,6542.541680720571,898.620441384346,30.766357508897208,95.0,5.0,15.0,7.166478121745395,53
2015,W001,Yelahanka,811.0162671919219,12706.567198686449,950.0,50.0,95.0,7.370107796804732,15.0,7.0649531789326705,38
2015,W001,Yelahanka,702.832358493404,8789.267679455157,922.1568951121089,45.086181358661285,95.0,5.35362754516739,15.0,6.398122774368074,39
2015,W001,Yelahanka,652.8910080699743,5735.834089268519,928.8267476548314,35.53258638394544,95.0,7.52324673821911,10.306197386866096,10.0,47
2015,W001,Yelahanka,743.8154097549736,8687.92862207033,913.0450937389774,40.08262455012321,95.0,12.538345223738435,15.0,6.887578490490922,38
2015,W001,Yelahanka,712.9306077959549,5912.409141986895,936.132018855326,35.755805942400016,83.24629499408539,10.374892736847428,12.877015884253353,6.938744271597144,41
2015,W001,Yelahanka,502.01021558245515,9046.073170908883,950.0,49.92196102490558,91.34322994730982,6.247921811243055,14.76383454153809,6.539702838493069,29
2015,W001,Yelahanka,756.694189999099,11304.079802991782,928.5122266233608,45.87208312995708,87.97613930594751,8.716339277893047,15.0,8.19175819496638,49
2015,W001,Yelahanka,646.8460439645464,11782.439424127166,925.4347751812337,47.612384529522735,89.0223065668174,5.0,15.0,8.857897066220163,32
2015,W001,Yelahanka,707.7579207179116,10024.290591867406,902.1891745760422,41.94674485937899,95.0,5.0,15.0,6.1364436539895735,47
2015,W001,Yelahanka,700.5736667513468,6188.362731370111,950.0,33.64503546473591,81.74690201011273,19.055374778811036,14.065546466192263,5.876662896387533,53
2015,W001,Yelahanka,733.0857255353108,10343.190093073687,933.4909479949899,43.289124903112906,88.37927823481024,11.965297297375255,13.109071388994082,3.753979506588248,52
2015,W001,Yelahanka,766.3440093882043,4842.321616024718,912.1398473152211,37.148351128417076,95.0,5.083174830701632,10.221646304048834,7.658075885028627,57
2015,W001,Yelahanka,657.8510779734531,7657.054388029571,921.6256166007233,35.48512585520035,95.0,11.498713833878242,13.662585829504128,7.247004755541915,41
2015,W001,Yelahanka,593.6452139034046,10685.197598864914,928.9139304537695,44.78629730973625,95.0,6.1950116334627445,13.835382819138276,7.285984543259657,41
2015,W001,Yelahanka,710.9974992498142,6506.699639028768,946.8611208223537,34.556235536283694,95.0,9.320192262858594,11.710972241338977,9.349311657112718,44
2015,W001,Yelahanka,762.762727770726,9968.119071130082,915.0805802101643,41.32348550674466,95.0,5.0,13.944236878269106,6.658340646845842,49
2015,W001,Yelahanka,847.4453148591907,7174.040754342336,930.7509502201095,45.20122471925853,92.0721450261358,9.737342158863136,11.143945826428952,8.219932118426787,46
2015,W001,Yelahanka,772.069670209761,11232.89489281658,950.0,49.260070227185274,95.0,5.777537206309344,14.81549323951326,8.301152136184731,38
2015,W001,Yelahanka,714.8608388510436,11467.275564094354,912.1972338249664,50.0,95.0,5.0,12.132079389145218,7.109831416777238,47
2015,W001,Yelahanka,701.4678061512489,7296.855981869188,921.229051417892,42.865205469018925,95.0,5.0,12.333615929764742,7.390714406243032,34
2015,W001,Yelahanka,816.1448687750315,8515.423155419616,950.0,48.27173599407337,95.0,5.0,14.328107616675833,7.86854571169181,37
